org_type,org_name_clean,doc_count,authority_level,municipality_id,region_id,coverage_region_ids,coverage_region_count,match_method,notes
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΠΑΝΕΠΙΣΤΗΜΙΟ ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,6,decentralized,,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,1,manual_review_decentralized,"ΠΔΜ - έδρες: Κοζάνη (9068), Φλώρινα (9072), Καστοριά (9063), Γρεβενά (9061)"
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΠΑΝΕΠΙΣΤΗΜΙΟ ΘΕΣΣΑΛΙΑΣ,4,decentralized,,,ΘΕΣΣΑΛΙΑΣ;ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,2,manual_review_decentralized,"Πανεπιστήμιο Θεσσαλίας - πολλαπλές έδρες (Βόλος, Λάρισα, Τρίκαλα, Λαμία)"
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΠΑΝΕΠΙΣΤΗΜΙΟ ΚΡΗΤΗΣ,6,decentralized,,,ΑΤΤΙΚΗΣ;ΚΡΗΤΗΣ,2,manual_review_decentralized,Πανεπιστήμιο Κρήτης - Ηράκλειο & Ρέθυμνο
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΑΤΡΩΝ,2,municipality,9134,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,,0,manual_review_municipality,Πανεπιστήμιο Πατρών - Δυτική Ελλάδα
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΕΙΡΑΙΩΣ,2,municipality,9205,ΑΤΤΙΚΗΣ,,0,manual_review_municipality,Πανεπιστήμιο Πειραιώς - Αττική
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΠΑΝΠΕΛΟΠΟΝΝΗΣΙΑΚΟ ΕΘΝΙΚΟ ΑΘΛΗΤΙΚΟ ΚΕΝΤΡΟ ΠΑΤΡΩΝ,2,municipality,9134,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,,0,manual_review_municipality,Πανπελοποννησιακό Αθλητικό Κέντρο Πατρών - Δυτική Ελλάδα
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΠΑΠΑΦΕΙΟ ΚΕΝΤΡΟ ΠΑΙΔΙΚΗΣ ΜΕΡΙΜΝΑΣ,2,municipality,9031,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,0,manual_review_municipality,Παπάφειο Κέντρο Παιδικής Μέριμνας - Θεσσαλονίκη
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΠΑΡΚΟ ΠΑΡΟΥ ΔΗΜΟΤΙΚΗ Α.Ε.,2,municipality,9294,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,,0,manual_review_municipality,Πάρκο Πάρου Δημοτική ΑΕ - Νότιο Αιγαίο
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΠΕΡ.ΓΕΝ. ΝΟΣΟΚΟΜΕΙO ΑΘΗΝΩΝ 'ΙΠΠΟΚΡΑΤΕΙΟ',2,municipality,9186,ΑΤΤΙΚΗΣ,,0,manual_review_municipality,"Γ.Ν.Α. Ιπποκράτειο - Αθήνα, Αττική"
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΠΕΡΙΒΑΛΛΟΝΤΙΚΟΣ ΣΥΝΔΕΣΜΟΣ ΔΗΜΩΝ ΑΘΗΝΑΣ ΠΕΙΡΑΙΑ,4,decentralized,,ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,1,manual_review_decentralized,"ΠΕΣΔΑΠ: Αθήνα, Πειραιάς και παρακείμενοι δήμοι νότιας/κεντρικής Αττικής"
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΠΕΡΙΦ. ΠΑΝΕΠΙΣΤ. ΓΕΝ. ΝΟΣΟΚ. ΛΑΡΙΣΑΣ,4,municipality,9100,ΘΕΣΣΑΛΙΑΣ,,0,manual_review_municipality,Πανεπιστημιακό Γενικό Νοσοκομείο Λάρισας - Θεσσαλία
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΠΕΡΙΦ. ΠΑΝΕΠΙΣΤ. ΓΕΝ. ΝΟΣΟΚ. ΠΑΤΡΩΝ,4,municipality,9134,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,,0,manual_review_municipality,Πανεπιστημιακό Γενικό Νοσοκομείο Πατρών - Δυτική Ελλάδα
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΩΣΗ ΔΗΜΩΝ (ΠΕΔ) ΗΠΕΙΡΟΥ,1,other,,,,0,exact,
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΩΣΗ ΔΗΜΩΝ ΑΤΤΙΚΗΣ,2,region,,ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,1,manual_review_region,Περιφερειακή Ένωση Δήμων Αττικής (ΠΕΔ)
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΟ ΦΥΤΩΡΙΟ ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΕΙΑ,2,region,,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,1,manual_review_region,Περιφερειακό Φυτώριο Νοτίου Αιγαίου
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΟΣ ΣΥΝΔΕΣΜΟΣ ΦΟΡΕΩΝ ΔΙΑΧΕΙΡΙΣΗΣ ΣΤΕΡΕΩΝ ΑΠΟΒΛΗΤΩΝ (ΦΟΔΣΑ) ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,2,region,,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,1,manual_review_region,ΦΟΔΣΑ Κεντρικής Μακεδονίας
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΟΣ ΦΟΡΕΑΣ ΔΙΑΧΕΙΡΙΣΗΣ ΣΤΕΡΕΩΝ ΑΠΟΒΛΗΤΩΝ ΠΕΡΙΦΕΡΕΙΑΣ ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΤΩΝ ΟΤΑ,4,region,,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,1,manual_review_region,Περιφερειακός φορέας ΣΑ Στερεάς Ελλάδας
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΠΟΛΥΜΕΤΟΧΙΚΗ ΔΗΜΟΤΙΚΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΠΟΛΙΤΙΣΜΟΥ ΤΟΥΡΙΣΜΟΥ ΑΝΑΠΤΥΞΗΣ ΗΡΑΚΛΕΙΟΥ,2,municipality,9170,ΑΤΤΙΚΗΣ,,0,manual_review_municipality,ΑΕ Πολιτισμού-Τουρισμού Ηρακλείου - Κρήτη
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΠΡΑΣΙΝΟ ΤΑΜΕΙΟ,80,other,,,,0,exact,
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΠΡΟΕΔΡΙΑ ΤΗΣ ΚΥΒΕΡΝΗΣΗΣ,1,other,,,,0,exact,
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΠΡΩΤΟΔΙΚΕΙΟ ΑΘΗΝΩΝ,2,municipality,9186,ΑΤΤΙΚΗΣ,,0,manual_review_municipality,Πρωτοδικείο Αθηνών - Αττική
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΠΡΩΤΟΔΙΚΕΙΟ ΒΟΛΟΥ,2,municipality,9105,ΘΕΣΣΑΛΙΑΣ,,0,manual_review_municipality,Πρωτοδικείο Βόλου - Θεσσαλία
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΠΡΩΤΟΔΙΚΕΙΟ ΚΑΤΕΡΙΝΗΣ,2,municipality,9047,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,0,manual_review_municipality,Πρωτοδικείο Κατερίνης - Κεντρική Μακεδονία
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΡΥΘΜΙΣΤΙΚΗ ΑΡΧΗ ΑΠΟΒΛΗΤΩΝ ΕΝΕΡΓΕΙΑΣ ΚΑΙ ΥΔΑΤΩΝ,2,other,,,,0,exact,
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΣΤΑΔΙΟ ΕΙΡΗΝΗΣ ΚΑΙ ΦΙΛΙΑΣ,2,municipality,9205,ΑΤΤΙΚΗΣ,,0,manual_review_municipality,"Στάδιο Ειρήνης & Φιλίας (ΣΕΦ) - Πειραιάς, Αττική"
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΣΤΑΘΕΡΕΣ ΣΥΓΚΟΙΝΩΝΙΕΣ Α.Ε. (ΣΤΑΣΥ),2,region,,ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,1,manual_review_region,"ΣΤΑΣΥ (Μετρό, Τραμ, ΗΣΑΠ) - περιφέρεια Αττικής"
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΣΥΝΔΕΣΜΟΣ ΔΙΑΧΕΙΡΙΣΗΣ ΣΤΕΡΕΩΝ ΑΠΟΒΛΗΤΩΝ Ν ΑΧΑΙΑΣ,4,decentralized,,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,1,manual_review_decentralized,"ΣΔΣΑ Αχαΐας - δήμοι Αχαΐας: Αιγιαλεία, Δυτ.Αχαΐα, Ερύμανθος, Καλάβρυτα, Πάτρα"
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΣΥΝΔΕΣΜΟΣ ΚΟΙΝΩΝΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ ΚΑΙ ΑΛΛΗΛΕΓΓΥΗΣ ΔΗΜΩΝ ΜΥΤΙΛΗΝΗΣ ΚΑΙ ΔΥΤΙΚΗΣ ΛΕΣΒΟΥ,4,municipality,9261,ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,,0,manual_review_municipality,Σύνδεσμος κοινωνικής προστασίας Μυτιλήνης & Δυτικής Λέσβου - Βόρειο Αιγαίο
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΣΥΝΔΕΣΜΟΣ ΠΡΟΣΤΑΣΙΑΣ ΚΑΙ ΑΝΑΠΤΥΞΗΣ ΥΜΗΤΤΟΥ,1,other,,,,0,exact,
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΣΥΝΔΕΣΜΟΣ ΥΔΡΕΥΣΗΣ ΔΗΜΩΝ ΚΑΙ ΚΟΙΝΟΤΗΤΩΝ ΛΕΚΑΝΟΠΕΔΙΟΥ ΙΩΑΝΝΙΝΩΝ,10,decentralized,,ΗΠΕΙΡΟΥ,ΗΠΕΙΡΟΥ,1,manual_review_decentralized,"Σύνδεσμος ύδρευσης: Ιωαννιτών, Ζίτσας, Δωδώνης, Ζαγορίου, Μετσόβου"
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΤΑΜΕΙΟ ΑΞΙΟΠΟΙΗΣΗΣ ΙΔΙΩΤΙΚΗΣ ΠΕΡΙΟΥΣΙΑΣ ΤΟΥ ΔΗΜΟΣΙΟΥ ΑΕ,45,other,,,,0,exact,
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΤΑΜΕΙΟ ΠΑΡΑΚΑΤΑΘΗΚΩΝ K ΔΑΝΕΙΩΝ,4,national,,,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ;ΑΤΤΙΚΗΣ;ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ;ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ;ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ;ΗΠΕΙΡΟΥ;ΘΕΣΣΑΛΙΑΣ;ΙΟΝΙΩΝ ΝΗΣΩΝ;ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ;ΚΡΗΤΗΣ;ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ;ΠΕΛΟΠΟΝΝΗΣΟΥ;ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,13,manual_review_national,Ταμείο Παρακαταθηκών & Δανείων - εθνικός φορέας
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΦΕΣΤΙΒΑΛ ΑΘΗΝΩΝ ΕΠΙΔΑΥΡΟΥ,2,decentralized,,,ΑΤΤΙΚΗΣ;ΠΕΛΟΠΟΝΝΗΣΟΥ,2,manual_review_decentralized,Φεστιβάλ Αθηνών Επιδαύρου - Αθήνα & Επίδαυρος
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΦΟΡΕΑΣ ΔΙΑΧΕΙΡΙΣΗΣ ΜΗΤΡΟΠΟΛΙΤΙΚΟΥ ΠΑΡΚΟΥ ΠΕΡΙΒΑΛΛΟΝΤΙΚΩΝ ΚΑΙ ΕΚΠΑΙΔΕΥΤΙΚΩΝ ΔΡΑΣΤΗΡΙΟΤΗΤΩΝ ΚΑΙ ΑΝΑΠΤΥΞΗΣ ΚΟΙΝΩΝΙΚΗΣ ΟΙΚΟΝ,10,municipality,9186,ΑΤΤΙΚΗΣ,,0,manual_review_municipality,Φορέας Μητροπολιτικού Πάρκου Γουδή-Ιλισίων - Δήμος Αθηναίων
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΦΟΡΕΑΣ ΔΙΑΧΕΙΡΙΣΗΣ ΣΤΕΡΕΩΝ ΑΠΟΒΛΗΤΩΝ ΠΕΡΙΦΕΡΕΙΑΣ ΘΕΣΣΑΛΙΑΣ -ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ Ο.Τ.Α. Α.Ε.,2,region,,ΘΕΣΣΑΛΙΑΣ,ΘΕΣΣΑΛΙΑΣ,1,manual_review_region,ΦΟΔΣΑ Θεσσαλίας
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΧΑΡΟΚΟΠΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ,4,municipality,9198,ΑΤΤΙΚΗΣ,,0,manual_review_municipality,"Χαροκόπειο Πανεπιστήμιο - Καλλιθέα, Αττική"
ΑΝΑΠΤΥΞΙΑΚΟΣ ΟΡΓΑΝΙΣΜΟΣ,ΑΝΑΠΤΥΞΙΑΚΗ ΑΘΗΝΑΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ - ΑΝΑΠΤΥΞΙΑΚΟΣ ΟΡΓΑΝΙΣΜΟΣ ΤΟΠΙΚΗΣ ΑΥΤΟΔΙΟΙΚΗΣΗΣ Α.Ε.,2,municipality,9186,ΑΤΤΙΚΗΣ,,0,manual_review_municipality,"Αναπτυξιακή Αθήνας - Δήμος Αθηναίων, Αττική"
ΑΝΑΠΤΥΞΙΑΚΟΣ ΟΡΓΑΝΙΣΜΟΣ,ΑΝΑΠΤΥΞΙΑΚΗ ΑΡΚΑΔΙΑΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΑΝΑΠΤΥΞΙΑΚΟΣ ΟΡΓΑΝΙΣΜΟΣ ΤΟΠΙΚΗΣ ΑΥΤΟΔΙΟΙΚΗΣΗΣ,2,other,,,,0,unmatched,
ΑΝΑΠΤΥΞΙΑΚΟΣ ΟΡΓΑΝΙΣΜΟΣ,ΑΝΑΠΤΥΞΙΑΚΗ ΕΤΑΙΡΕΙΑ ΣΕΡΡΩΝ ΑΕ ΑΝΑΠΤΥΞΙΑΚΟΣ ΟΡΓΑΝΙΣΜΟΣ ΤΟΠΙΚΗΣ ΑΥΤΟΔΙΟΙΚΗΣΗΣ ΝΟΜΟΥ ΣΕΡΡΩΝ,2,other,,,,0,unmatched,
ΑΝΑΠΤΥΞΙΑΚΟΣ ΟΡΓΑΝΙΣΜΟΣ,ΑΝΑΠΤΥΞΙΑΚΗ ΗΡΑΚΛΕΙΟΥ ΑΝΑΠΤΥΞΙΑΚΗ ΑΕ ΟΤΑ,5,other,,,,0,unmatched,
ΑΝΑΠΤΥΞΙΑΚΟΣ ΟΡΓΑΝΙΣΜΟΣ,ΑΝΑΠΤΥΞΙΑΚΗ ΠΡΟΟΠΤΙΚΗ Μ.Α.Ε. - ΑΝΑΠΤΥΞΙΑΚΟΣ ΟΡΓΑΝΙΣΜΟΣ ΔΗΜΟΥ ΓΑΛΑΤΣΙΟΥ Α.Ε.,1,other,,,,0,unmatched,
ΑΝΑΠΤΥΞΙΑΚΟΣ ΟΡΓΑΝΙΣΜΟΣ,ΑΝΑΠΤΥΞΙΑΚΟΣ ΟΡΓΑΝΙΣΜΟΣ ΤΟΠΙΚΗΣ ΑΥΤΟΔΙΟΙΚΗΣΗΣ ΘΡΙΑΣΙΟ Α Ε,1,other,,,,0,unmatched,
ΑΝΑΠΤΥΞΙΑΚΟΣ ΟΡΓΑΝΙΣΜΟΣ,ΑΝΑΠΤΥΞΙΑΚΟΣ ΟΡΓΑΝΙΣΜΟΣ ΤΟΠΙΚΗΣ ΑΥΤΟΔΙΟΙΚΗΣΗΣ ΜΑΓΝΗΣΙΑΣ ΑΕ,4,other,,,,0,unmatched,
ΑΝΑΠΤΥΞΙΑΚΟΣ ΟΡΓΑΝΙΣΜΟΣ,ΑΝΑΠΤΥΞΙΑΚΟΣ ΟΡΓΑΝΙΣΜΟΣ ΤΟΠΙΚΗΣ ΑΥΤΟΔΙΟΙΚΗΣΗΣ ΝΟΜΟΥ ΛΑΡΙΣΑΣ ΑΕΝΟΛ ΑΕ,7,other,,,,0,unmatched,
ΑΝΑΠΤΥΞΙΑΚΟΣ ΟΡΓΑΝΙΣΜΟΣ,ΑΝΑΠΤΥΞΙΑΚΟΣ ΣΥΝΔΕΣΜΟΣ ΔΥΤΙΚΗΣ ΑΘΗΝΑΣ,4,decentralized,,ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,1,manual_review_decentralized,"ΑΣΔΑ: Αγ.Βαρβάρα, Αγ.Ανάργυροι-Καματερό, Αιγάλεω, Ιλίου, Περιστέρι, Πετρούπολη, Χαϊδάρι, Κορυδαλλός, Ασπρόπυργος, Ελευσίνα, Μάνδρα-Ειδυλλία, Φυλή"
ΑΝΑΠΤΥΞΙΑΚΟΣ ΟΡΓΑΝΙΣΜΟΣ,ΑΝΑΠΤΥΞΙΑΚΟΣ ΣΥΝΔΕΣΜΟΣ ΛΑΥΡΕΩΤΙΚΗΣ,2,other,,,,0,unmatched,
ΑΝΑΠΤΥΞΙΑΚΟΣ ΟΡΓΑΝΙΣΜΟΣ,ΑΝΑΠΤΥΞΙΑΚΟΣ ΣΥΝΔΕΣΜΟΣ ΤΡΟΙΖΗΝΙΑΣ,1,other,,,,0,unmatched,
ΑΝΑΠΤΥΞΙΑΚΟΣ ΟΡΓΑΝΙΣΜΟΣ,ΜΥΤΙΛΗΝΗ ΜΟΝΟΠΡΟΣΩΠΗ Α Ε   ΑΝΑΠΤΥΞΙΑΚΟΣ ΟΡΓΑΝΙΣΜΟΣ,2,municipality,9261,ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,,0,manual_review_municipality,"Αναπτυξιακός Οργανισμός Μυτιλήνης - Λέσβος, Βόρειο Αιγαίο"
ΑΝΑΠΤΥΞΙΑΚΟΣ ΟΡΓΑΝΙΣΜΟΣ,ΤΡΙΗΡΗΣ ΑΝΑΠΤΥΞΙΑΚΗ Α Ε ΑΝΑΠΤΥΞΙΑΚΟΣ ΟΡΓΑΝΙΣΜΟΣ ΤΟΠΙΚΗΣ ΑΥΤΟΔΙΟΙΚΗΣΗΣ,1,other,,,,0,unmatched,
ΑΠΟΚΕΝΤΡΩΜΕΝΗ ΔΙΟΙΚΗΣΗ,ΑΙΓΑΙΟΥ,9,decentralized,,,ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ;ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,2,rule_decentralized_regions,
ΑΠΟΚΕΝΤΡΩΜΕΝΗ ΔΙΟΙΚΗΣΗ,ΑΠΟΚΕΝΤΡΩΜΕΝΗ ΔΙΟΙΚΗΣΗ ΗΠΕΙΡΟΥ - ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,4,decentralized,,,ΗΠΕΙΡΟΥ;ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,2,raw_alias_from_clean,raw alias of: ΗΠΕΙΡΟΥ - ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
ΑΠΟΚΕΝΤΡΩΜΕΝΗ ΔΙΟΙΚΗΣΗ,ΑΠΟΚΕΝΤΡΩΜΕΝΗ ΔΙΟΙΚΗΣΗ ΘΕΣΣΑΛΙΑΣ - ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,4,decentralized,,,ΘΕΣΣΑΛΙΑΣ;ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,2,raw_alias_from_clean,raw alias of: ΘΕΣΣΑΛΙΑΣ - ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
ΑΠΟΚΕΝΤΡΩΜΕΝΗ ΔΙΟΙΚΗΣΗ,ΑΠΟΚΕΝΤΡΩΜΕΝΗ ΔΙΟΙΚΗΣΗ ΚΡΗΤΗΣ,4,decentralized,,ΚΡΗΤΗΣ,ΚΡΗΤΗΣ,1,raw_alias_from_clean,raw alias of: ΚΡΗΤΗΣ
ΑΠΟΚΕΝΤΡΩΜΕΝΗ ΔΙΟΙΚΗΣΗ,"ΑΠΟΚΕΝΤΡΩΜΕΝΗ ΔΙΟΙΚΗΣΗ ΠΕΛΟΠΟΝΝΗΣΟΥ, ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ ΚΑΙ ΙΟΝΙΟΥ",2,decentralized,,,ΠΕΛΟΠΟΝΝΗΣΟΥ;ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ;ΙΟΝΙΩΝ ΝΗΣΩΝ,3,raw_alias_from_clean,"raw alias of: ΠΕΛΟΠΟΝΝΗΣΟΥ, ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ ΚΑΙ ΙΟΝΙΟΥ"
ΑΠΟΚΕΝΤΡΩΜΕΝΗ ΔΙΟΙΚΗΣΗ,ΑΤΤΙΚΗΣ,1,decentralized,,ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,1,rule_decentralized_regions,
ΑΠΟΚΕΝΤΡΩΜΕΝΗ ΔΙΟΙΚΗΣΗ,ΗΠΕΙΡΟΥ - ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,11,decentralized,,,ΗΠΕΙΡΟΥ;ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,2,rule_decentralized_regions,
ΑΠΟΚΕΝΤΡΩΜΕΝΗ ΔΙΟΙΚΗΣΗ,ΘΕΣΣΑΛΙΑΣ - ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,6,decentralized,,,ΘΕΣΣΑΛΙΑΣ;ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,2,rule_decentralized_regions,
ΑΠΟΚΕΝΤΡΩΜΕΝΗ ΔΙΟΙΚΗΣΗ,ΚΡΗΤΗΣ,1,decentralized,,ΚΡΗΤΗΣ,ΚΡΗΤΗΣ,1,rule_decentralized_regions,
ΑΠΟΚΕΝΤΡΩΜΕΝΗ ΔΙΟΙΚΗΣΗ,ΜΑΚΕΔΟΝΙΑΣ – ΘΡΑΚΗΣ,26,decentralized,,,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ;ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,2,rule_decentralized_regions,
ΑΠΟΚΕΝΤΡΩΜΕΝΗ ΔΙΟΙΚΗΣΗ,"ΠΕΛΟΠΟΝΝΗΣΟΥ, ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ ΚΑΙ ΙΟΝΙΟΥ",9,decentralized,,,ΠΕΛΟΠΟΝΝΗΣΟΥ;ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ;ΙΟΝΙΩΝ ΝΗΣΩΝ,3,rule_decentralized_regions,
ΔΗΜΟΣ,AΓΙΟΥ ΝΙΚΟΛΑΟΥ,6,municipality,9310,,,0,manual,name variant or Kleisthenis→Kallikratis parent
ΔΗΜΟΣ,ΑΒΔΗΡΩΝ,5,municipality,9015,,,0,exact,
ΔΗΜΟΣ,ΑΓΙΑΣ,34,municipality,9097,,,0,exact,
ΔΗΜΟΣ,ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ,7,municipality,9167,,,0,exact,
ΔΗΜΟΣ,ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ,1,municipality,9194,,,0,exact,
ΔΗΜΟΣ,ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ - ΚΑΜΑΤΕΡΟΥ,3,municipality,9180,,,0,exact,
ΔΗΜΟΣ,ΑΓΚΙΣΤΡΙΟΥ,7,municipality,9207,,,0,exact,
ΔΗΜΟΣ,ΑΓΡΑΦΩΝ,2,municipality,9156,,,0,exact,
ΔΗΜΟΣ,ΑΓΡΙΝΙΟΥ,3,municipality,9123,,,0,exact,
ΔΗΜΟΣ,ΑΘΗΝΑΙΩΝ,2,municipality,9186,,,0,exact,
ΔΗΜΟΣ,ΑΙΓΙΑΛΕΙΑΣ,9,municipality,9130,,,0,exact,
ΔΗΜΟΣ,ΑΙΓΙΝΑΣ,14,municipality,9208,,,0,exact,
ΔΗΜΟΣ,ΑΚΤΙΟΥ - ΒΟΝΙΤΣΑΣ,2,municipality,9124,,,0,exact,
ΔΗΜΟΣ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,32,municipality,9006,,,0,exact,
ΔΗΜΟΣ,ΑΛΙΑΡΤΟΥ,4,municipality,9142,,,0,exact,
ΔΗΜΟΣ,ΑΛΜΥΡΟΥ,11,municipality,9104,,,0,exact,
ΔΗΜΟΣ,ΑΛΜΩΠΙΑΣ,1,municipality,9042,,,0,exact,
ΔΗΜΟΣ,ΑΛΟΝΝΗΣΟΥ,21,municipality,9109,,,0,exact,
ΔΗΜΟΣ,ΑΜΑΡΙΟΥ,5,municipality,9315,,,0,exact,
ΔΗΜΟΣ,ΑΜΑΡΟΥΣΙΟΥ,3,municipality,9168,,,0,exact,
ΔΗΜΟΣ,ΑΜΟΡΓΟΥ,5,municipality,9291,,,0,exact,
ΔΗΜΟΣ,ΑΜΥΝΤΑΙΟΥ,1,municipality,9070,,,0,exact,
ΔΗΜΟΣ,ΑΜΦΙΚΛΕΙΑΣ - ΕΛΑΤΕΙΑΣ,5,municipality,9158,,,0,exact,
ΔΗΜΟΣ,ΑΜΦΙΛΟΧΙΑΣ,2,municipality,9125,,,0,exact,
